C¢digo,Nivel,T°tulo,ComitÇ,Sector Productivo
EC1230,2,Uso de la Lengua Ral†muli en un contexto cotidiano,"Desarrollo, Profesionalizaci¢n e Investigaci¢n Educativa del Estado de Chihuahua",SERVICIOS EDUCATIVOS
EC1231,2,Conducci¢n de veh°culos para el transporte terrestre de pasajeros de y hacia los puertos mar°timos y aeropuertos federales,Conductores de Autotransporte Federal y Transporte Privado,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC1232,2,Depilaci¢n facial y corporal con hilo,C†mara Mexicana de la Industria del Embellecimiento F°sico,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC1233,3,Suministro de combustible para aviaci¢n,ComitÇ de Gesti¢n por Competencias de Aeropuertos y Servicios Auxilares,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC1234,3,Almacenamiento de combustibles para aviaci¢n,ComitÇ de Gesti¢n por Competencias de Aeropuertos y Servicios Auxilares,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC1235,3,Atenci¢n de primer contacto para la busqueda de personas desaparecidas y no localizadas,Sistema Penal y Derechos Humanos,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC1236,3,Implementaci¢n de las funciones de los ‡rganos Internos de Control en la Administraci¢n P£blica Estatal,Auditor°a Superior del Estado de Hidalgo,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1237,4,Gesti¢n operativa de los procesos de las Entidades de Certificaci¢n y Evaluaci¢n ( ECE ) y de los ‡rganos Certificadores(OC),Consejo Nacional de Normalizaci¢n y Certificaci¢n de Competencias Laborales (CONOCER),"SERVICIOS DE APOYO A LOS NEGOCIOS Y MANEJO DE RESIDUOS, Y SERVICIOS DE REMEDIACI‡N"
EC1238,3,Conducci¢n de cami¢n unitario tipo C,Conductores de Autotransporte Federal y Transporte Privado,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC1240,2,"Operaci¢n, seguridad, servicio de llenado, traslado y entrega de combustible, con autotanques",Petr¢leos Mexicanos (PEMEX),"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1241,2,"Operaci¢n, seguridad, servicio de llenado, traslado y entrega de combustibles, con autotanques articulados",Petr¢leos Mexicanos (PEMEX),"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1242,4,Ejecuci¢n de procedimientos de un Francotirador-Contrafrancotirador,Secretar°a de la Defensa Nacional (SEDENA),"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1243,4,Asesor°a metodol¢gica en la aplicaci¢n del Sistema de Comando de Incidentes ( SCI ),Secretar°a de Marina,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1244,3,Combate de incendios en Establecimientos Navales,Secretar°a de Marina,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1245,3,Control de aver°as en Unidades Mar°timas,Secretar°a de Marina,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1246,4,Implementaci¢n de tÇcnicas de tiro con arma larga para las Fuerzas Armadas,Secretar°a de la Defensa Nacional (SEDENA),"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1247,3,Implementaci¢n del Informe Policial Homologado en la actuaci¢n del Primer Respondiente de un hecho probablemente delictivo,Guardia Nacional,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1248,4,Gesti¢n de equipos de representantes profesionales de la industria farmacÇutica,ComitÇ de Gesti¢n por Competencias de Novartis,COMERCIO AL POR MAYOR
EC1249,5,Prestaci¢n de servicios de traducci¢n de lengua ind°gena al espa§ol y viceversa en diferentes †mbitos,Atenci¢n de Asuntos Ind°genas,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC1250,3,Conciliaci¢n para la soluci¢n de conflictos en materia laboral,Secretar°a del Trabajo del Estado de MÇxico,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1251,4,Mantenimiento preventivo y correctivo al equipo de distribuci¢n y transmisi¢n del sistema pilotaje autom†tico 135KHz a nivel v°as,Sistema de Transporte Colectivo,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC1252,3,Ejecuci¢n de prueba de software,Innovaci¢n Educativa,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC1253,4,"Asesoria y promoci¢n de productos, servicios y soluciones financieras en instituciones de crÇdito y ahorro","C†mara MÇxico-Alemana de Comercio e Industria, A.C.",SERVICIOS FINANCIEROS Y DE SEGUROS
EC1254,3,Administraci¢n de inmuebles en arrendamiento,"Asociaci¢n Mexicana de Profesionales Inmobiliarios, A.C.",SERVICIOS INMOBILIARIOS Y DE ALQUILER DE BIENES MUEBLES E INTANGIBLES
EC1256,3,Gesti¢n de programas socio familiares en el †mbito sindical,ComitÇ de Gesti¢n por Competencias de la Confederaci¢n Revolucionaria de Obreros y Campesinos.,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC1258,3,Gesti¢n de documentos sonoros,Tecnolog°as de la Informaci¢n y la Comunicaci¢n para la Educaci¢n del ILCE,INFORMACI‡N EN MEDIOS MASIVOS
EC1259,3,Ejecuci¢n de labores en la modalidad de trabajo a distancia mediante el uso de las tecnolog°as de informaci¢n y comunicaci¢n,Asociaci¢n Mexicana de Capacitaci¢n de Personal y Empresarial A.C. (AMECAP) / ManpowerGroup,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC1260,2,Proporcionar asesor°a para el uso de aceites esenciales,Masajes y Servicios de SPA,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC1261,4,Coaching de Finanzas Personales,ManpowerGroup,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC1262,5,Aplicaci¢n de entrevistas para la investigaci¢n de informaci¢n,Sector Seguridad Privada,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC1263,5,Traducci¢n de textos literarios y human°sticos al espa§ol,"C†mara Nacional de la Industria Editorial Mexicana, CANIEM","SERVICIOS DE ESPARCIMIENTO CULTURALES Y DEPORTIVOS, Y OTROS SERVICIOS RECREATIVOS"
EC1264,4,Dise§o de un modelo de negocio para PyMEÔs,Asociaci¢n Mexicana de Capacitaci¢n de Personal y Empresarial A.C. (AMECAP),"SERVICIOS DE APOYO A LOS NEGOCIOS Y MANEJO DE RESIDUOS, Y SERVICIOS DE REMEDIACI‡N"
EC1265,1,Aplicaci¢n de competencias suaves para la empleabilidad en el contexto laboral nivel b†sico,Asociaci¢n Mexicana de Capacitaci¢n de Personal y Empresarial A.C. (AMECAP) / Tecnolog°as de la Informaci¢n y la Comunicaci¢n para la Educaci¢n del ILCE,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC1267,4,Aplicaci¢n de pr†cticas de higiene y desinfecci¢n por parte de los prestadores de servicios tur°sticos,Turismo / Sistema Nacional de Certificaci¢n Tur°stica,SERVICIOS DE ALOJAMIENTO TEMPORAL Y DE PREPARACI‡N DE ALIMENTOS Y BEBIDAS
EC1268,3,Atenci¢n al Usuario basada en la cultura del buen trato,Seguridad y Salud en el Trabajo del Instituto Mexicano del Seguro Social,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC1269,4,"Proporcionar tÇcnicas f°sicas, mentales y art°sticas mediante la ejecuci¢n de pr†cticas para el desarrollo de habilidades socioemocionales, en cualquier contexto","Para la Promoci¢n, Formaci¢n y Desarrollo de Habilidades en la Competitividad Laboral y paraˇ elˇBienestar Personal Social",SERVICIOS EDUCATIVOS
EC1270,3,Prestaci¢n de servicios de estimulaci¢n temprana individual y grupal en centros de atenci¢n y desarrollo de ni§as y ni§os de cuarenta y tres d°as a cuatro a§os de edad,"Desarrollo, Profesionalizaci¢n e Investigaci¢n Educativa del Estado de Chihuahua",SERVICIOS DE SALUD Y DE ASISTENCIA SOCIAL
EC1271,4,Atenci¢n inicial al usuario para la recepci¢n de la denuncia conforme al modelo de atenci¢n diferenciada de la demanda,COMITê DE GESTI‡N POR COMPETENCIAS DE LOS MODELOS DE OPERACI‡N COSMOS DEL SISTEMA DE JUSTICIA PENAL ACUSATORIO EN EL ESTADO DE QUERêTARO,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1272,2,Revisi¢n de las carpetas de investigaci¢n para analizar la procedencia de Mecanismos Alternativos de Soluci¢n de Controversias en materia penal,COMITê DE GESTI‡N POR COMPETENCIAS DE LOS MODELOS DE OPERACI‡N COSMOS DEL SISTEMA DE JUSTICIA PENAL ACUSATORIO EN EL ESTADO DE QUERêTARO,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1273,2,Aplicaci¢n de tÇcnicas para el desarrollo del plan de supervisi¢n de obligaciones judiciales en libertad,COMITê DE GESTI‡N POR COMPETENCIAS DE LOS MODELOS DE OPERACI‡N COSMOS DEL SISTEMA DE JUSTICIA PENAL ACUSATORIO EN EL ESTADO DE QUERêTARO,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1274,3,"Atenci¢n telef¢nica a solicitudes de apoyo en emergencias a travÇs de la l°nea 9-1-1, conforme al Modelo COSMOS",COMITê DE GESTI‡N POR COMPETENCIAS DE LOS MODELOS DE OPERACI‡N COSMOS DEL SISTEMA DE JUSTICIA PENAL ACUSATORIO EN EL ESTADO DE QUERêTARO,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC1275,3,Detecci¢n de las necesidades de protecci¢n integral de la persona adolescente a quien se atribuya la realizaci¢n de una conducta tipificada como delito por las leyes penales y activaci¢n de los operadores asistenciales correspondientes,COMITê DE GESTI‡N POR COMPETENCIAS DE LOS MODELOS DE OPERACI‡N COSMOS DEL SISTEMA DE JUSTICIA PENAL ACUSATORIO EN EL ESTADO DE QUERêTARO,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1276,3,Elaboraci¢n de platillos aplicando tÇcnicas culinarias de la cocina Queretana,Conservatorio de la Cultura Gastron¢mica Mexicana,SERVICIOS DE ALOJAMIENTO TEMPORAL Y DE PREPARACI‡N DE ALIMENTOS Y BEBIDAS
EC1277,2,Aplicaci¢n de u§as acr°licas en nivel avanzado,C†mara Mexicana de la Industria del Embellecimiento F°sico,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC1278,2,Aplicaci¢n de u§as postizas con sistema de gel,C†mara Mexicana de la Industria del Embellecimiento F°sico,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC1279,3,Inspecci¢n de la unidad automotriz en pista de pruebas,Industria Automotriz a Nivel Nacional,INDUSTRIAS MANUFACTURERAS
EC1280,2,Operador de cabina del servicio de gr£as,Gr£as y Dispositivos para Elevaci¢n e Izaje.,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC1281,4,Dise§o de troqueles a travÇs de software CAD/CAE,Cl£ster Automotriz de Nuevo Le¢n,INDUSTRIAS MANUFACTURERAS
EC1282,2,Desarrollo de software/sistema y aplicaciones inform†ticas,"C†mara MÇxico-Alemana de Comercio e Industria, A.C.","SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC1283,3,"Coordinaci¢n de la administraci¢n y log°stica de almacenes en los sectores industriales, empresariales, bodegas y en la cadena de suministro de los centros de distribuci¢n de mercanc°as",Sector Log°stico de San Luis Potos°,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC1284,5,Administraci¢n de la log°stica de hidrocarburos,Petr¢leos Mexicanos (PEMEX) / Instituto Tecnol¢gico y de Estudios Superiores de Monterrey (ITESM),"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC1285,5,Mercadotecnia digital y comercializaci¢n transfronteriza,"Asociaci¢n Nacional de Importadores y Exportadores de la Rep£blica Mexicana, A.C. (ANIERM )","SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC1286,3,Elaboraci¢n de productos de pasteler°a,Comercio,COMERCIO AL POR MAYOR
EC1287,2,Ejecuci¢n de actividades con apego a la legalidad para prevenir la corrupci¢n en los procesos de la cadena de suministros,ComitÇ de Gesti¢n por Competencias para la mejora en la cadena de suministros y prevenci¢n de la corrupci¢n,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC1288,2,Supervisi¢n de la evaluaci¢n econ¢mica de medicamentos y tecnolog°as sanitarias,Asociaci¢n Nacional de Farmacias de MÇxico,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC1289,2,Supervisi¢n de la evaluaci¢n tÇcnica de medicamentos y tecnologias sanitarias,Asociaci¢n Nacional de Farmacias de MÇxico,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC1290,4,Asesor°a en Seguridad Nacional/Defensa Nacional/Defensa Exterior para generar estrategias que atiendan a mitigar riesgos/amenazas al pa°s,Secretar°a de la Defensa Nacional (SEDENA),"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1291,2,Prestaci¢n del servicio de transporte con veh°culos terrestres mediante plataformas tecnol¢gicas,Movilidad y Transportes del Estado de Puebla,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC1292,3,Atenci¢n de primer contacto ante la comisi¢n de posibles infracciones/faltas administrativas en el †mbito de justicia c°vica,Sistema Penal y Derechos Humanos,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC1293,4,Asesor°a general para proyectos de emprendedores,Instituto Mexiquense del Emprendedor (IME),"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC1294,3,Cumplimiento de la Ley General de Responsabilidades Administrativas en actos donde intervengan tanto el sector p£blico como el privado,Observancia y cumplimiento de la normatividad en materia de anticorrupci¢n,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1295,3,Ejecuci¢n de entrevista inicial a la persona imputada/requerida por Instituciones de Justicia Penal,COMITê DE GESTI‡N POR COMPETENCIAS DE LOS MODELOS DE OPERACI‡N COSMOS DEL SISTEMA DE JUSTICIA PENAL ACUSATORIO EN EL ESTADO DE QUERêTARO,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1296,3,Ejecuci¢n de las entrevistas para la conformaci¢n de la informaci¢n aplicativa al Plan de Actividades por Expectativa,COMITê DE GESTI‡N POR COMPETENCIAS DE LOS MODELOS DE OPERACI‡N COSMOS DEL SISTEMA DE JUSTICIA PENAL ACUSATORIO EN EL ESTADO DE QUERêTARO,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1297,3,"Registro de la denuncia por delitos patrimoniales con autor desconocido, a travÇs del dispositivo electr¢nico",COMITê DE GESTI‡N POR COMPETENCIAS DE LOS MODELOS DE OPERACI‡N COSMOS DEL SISTEMA DE JUSTICIA PENAL ACUSATORIO EN EL ESTADO DE QUERêTARO,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1298,3,Administraci¢n del sistema integral de audiencias en el †mbito jur°dico administrativo,COMITê DE GESTI‡N POR COMPETENCIAS DE LOS MODELOS DE OPERACI‡N COSMOS DEL SISTEMA DE JUSTICIA PENAL ACUSATORIO EN EL ESTADO DE QUERêTARO,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1299,3,Instalaci¢n de ajustes razonables en veh°culos de transporte individual para la inclusi¢n y la movilidad,ComitÇ de Gesti¢n por Competencias de Inclusi¢n y Accesibilidad en el Transporte P£blico,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC1300,4,Dise§o de moldes de inyecci¢n de pl†stico para termopl†sticos a travÇs de software CAD/CAE,Cl£ster Automotriz de Nuevo Le¢n,INDUSTRIAS MANUFACTURERAS
EC1301,4,"Identificaci¢n, prevenci¢n y mitigaci¢n de riesgos en materia aduanera y Comercio Exterior","Asociaci¢n Nacional de Importadores y Exportadores de la Rep£blica Mexicana, A.C. (ANIERM )","SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC1302,4,C†lculo editorial y precio de venta al p£blico,"C†mara Nacional de la Industria Editorial Mexicana, CANIEM",INDUSTRIAS MANUFACTURERAS
EC1303,2,Implementaci¢n y mantenimiento de sistemas electr¢nicos,Universidad Aut¢noma de Nuevo Le¢n / Cl£ster Automotriz de Nuevo Le¢n,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC1304,2,Implementaci¢n y mantenimiento de sistemas hidr†ulicos y neum†ticos,Universidad Aut¢noma de Nuevo Le¢n / Cl£ster Automotriz de Nuevo Le¢n,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC1305,5,Gesti¢n de estrategias para el incremento y remuneraci¢n de la productividad,"Planeaci¢n, Ejecuci¢n y Gesti¢n de la Estrategia","SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC1306,3,"Estimar el valor de alhajas y gemas de acuerdo con el prop¢sito, uso y finalidad de su aval£o. Nivel Intermedio",Servicios de Valuaci¢n,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC1307,3,"Impartici¢n de sesiones/clases s°ncronas utilizando plataformas, dispositivos y herramientas digitales",Asociaci¢n Mexicana de Capacitaci¢n de Personal y Empresarial A.C. (AMECAP) / Tecnolog°as de la Informaci¢n y la Comunicaci¢n para la Educaci¢n del ILCE,SERVICIOS EDUCATIVOS
EC1309,4,Gesti¢n de habilidades gerenciales en las organizaciones,ManpowerGroup,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC1310,3,Construcci¢n de aulas virtuales de aprendizaje,Colegio Nacional de Educaci¢n Profesional TÇcnica,SERVICIOS EDUCATIVOS
EC1311,2,"Registro del Informe Policial Homologado del Polic°a en funciones de ""Primer Respondiente"" por la probable comisi¢n de una infracci¢n administrativa",Servicios Periciales y de Investigaci¢n Forense,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1312,2,"Registro del Informe Policial Homologado del Polic°a en funciones de ""Primer Respondiente"" ante un hecho probablemente delictivo",Servicios Periciales y de Investigaci¢n Forense,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1313,2,Aplicaci¢n de tÇcnicas para el mejoramiento de la apariencia cut†nea facial mediante el dermapen,C†mara Mexicana de la Industria del Embellecimiento F°sico,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC1314,4,Evaluaci¢n de las Instituciones de Educaci¢n Superior,"ComitÇ de Gesti¢n por Competencias de los ComitÇs Interinstitucionales para la Evaluaci¢n de la Educaci¢n Superior, A.C.",SERVICIOS EDUCATIVOS
EC1315.01,3,Auxiliar en la prevenci¢n y atenci¢n de las lesiones de la piel de la persona con dependencia al cuidado,Cuidado de la Salud de las Personas,SERVICIOS DE SALUD Y DE ASISTENCIA SOCIAL
EC1316,3,Brindar acompa§amiento como doula a la mujer embarazada durante el nacimiento y el puerperio,Para el Cuidado de la Salud de las Personas / Para la Igualdad de GÇnero,SERVICIOS DE SALUD Y DE ASISTENCIA SOCIAL
EC1317,2,Realizar la orientaci¢n perinatal a la mujer embarazada y su acompa§ante en forma presencial grupal,Cuidado de la Salud de las Personas,SERVICIOS DE SALUD Y DE ASISTENCIA SOCIAL
EC1318.01,2,Brindar orientaci¢n en salud sexual y salud reproductiva para las personas,Cuidado de la Salud de las Personas,SERVICIOS DE SALUD Y DE ASISTENCIA SOCIAL
EC1319,4,Interpretaci¢n de conferencia de lengua de se§as mexicana <> espa§ol,ComitÇ de Gesti¢n por Competencias de Asistencia Social,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC1320,4,Evaluaci¢n de los programas educativos de Nivel Superior,"ComitÇ de Gesti¢n por Competencias de los ComitÇs Interinstitucionales para la Evaluaci¢n de la Educaci¢n Superior, A.C.",SERVICIOS EDUCATIVOS
EC1321,4,Aplicaci¢n de procedimientos para el an†lisis de la informaci¢n de comunicaciones de la SEDENA,Secretar°a de la Defensa Nacional (SEDENA),"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1322,4,Implementaci¢n de los protocolos para el peritaje en materia de cartograf°a de la Secretar°a de la Defensa Nacional,Secretar°a de la Defensa Nacional (SEDENA),"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1323,5,Aplicaci¢n del proceso de gesti¢n de riesgos y contrainteligencia para la seguridad de la informaci¢n y actividades de los organismos de la SEDENA,Secretar°a de la Defensa Nacional (SEDENA),"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1324,3,Intervenci¢n del Polic°a Ministerial Militar en la carpeta de investigaci¢n de los delitos del orden militar,Secretar°a de la Defensa Nacional (SEDENA),"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1325,4,Ejecuci¢n de procedimientos topogr†ficos aplicados a la artiller°a,Secretar°a de la Defensa Nacional (SEDENA),"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1326,4,Implementaci¢n de estrategias de investigaci¢n de gabinete para el combate del delito de secuestro y extorsi¢n,Coordinaci¢n Nacional Antisecuestro (CONASE),"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1327,4,Ejecuci¢n de tÇcnicas y mÇtodos para el procesamiento de indicios del lugar de intervenci¢n en la investigaci¢n de los delitos de secuestro y extorsi¢n,Coordinaci¢n Nacional Antisecuestro (CONASE),"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1328,4,Aplicaci¢n de tÇcnicas y t†cticas especializadas de intervenci¢n en los delitos de secuestro y extorsi¢n,Coordinaci¢n Nacional Antisecuestro (CONASE),"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1329,4,Control de pozo marino,Petr¢leos Mexicanos (PEMEX),MINER÷A
EC1330,4,Control de pozo terrestre,Petr¢leos Mexicanos (PEMEX),MINER÷A
EC1331,2,"Conducci¢n del veh°culo motocicleta para su uso en la vialidad, nivel b†sico",Movilidad de Veh°culos Particulares de la CDMX,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC1332,3,Aplicaci¢n de la Entrevista Integral Interdisciplinaria para la detecci¢n de las necesidades de la v°ctima,COMITê DE GESTI‡N POR COMPETENCIAS DE LOS MODELOS DE OPERACI‡N COSMOS DEL SISTEMA DE JUSTICIA PENAL ACUSATORIO EN EL ESTADO DE QUERêTARO,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1333,3,"Prestaci¢n de servicios de atenci¢n y orientaci¢n a v°ctimas de delito, derivado de un Procedimiento Penal Acusatorio",COMITê DE GESTI‡N POR COMPETENCIAS DE LOS MODELOS DE OPERACI‡N COSMOS DEL SISTEMA DE JUSTICIA PENAL ACUSATORIO EN EL ESTADO DE QUERêTARO,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1334,5,"Aplicaci¢n de controles de revisi¢n, verificaci¢n y seguimiento para el cumplimiento de la normatividad por la incorporaci¢n en la administraci¢n p£blica municipal",Universidad Aut¢noma de Nuevo Le¢n,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC1335,1,Identificaci¢n de actos/acciones en materia de anticorrupci¢n e integridad en el †mbito de responsabilidad,COPARMEX METROPOLITANO ESTADO DE MêXICO,CORPORATIVOS
EC1336,2,Prestaci¢n de servicios cosmetol¢gicos faciales y corporales,C†mara Mexicana de la Industria del Embellecimiento F°sico,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC1337,3,Facilitaci¢n de sesiones de car†cter vivencial a travÇs de pr†cticas socioemocionales,Instituciones Educativas de la Sociedad Civil,SERVICIOS EDUCATIVOS
